,Release,Opening,Total Gross,% of Total,Theaters,Average,Date,Distributor,Revenue per Theater,Is Blockbuster,Profitability,Genre
0,Avengers: Endgame,357115007,858373000,41.6,4662,76601,2019-04-26,Walt Disney Studios Motion Pictures,184121.19262119263,Yes,2.4036318361720372,Other
1,Spider-Man: No Way Home,260138569,804793477,32.3,4336,59995,2021-12-17,Sony Pictures Releasing,185607.35170664208,No,3.0937107100024064,Other
2,Avengers: Infinity War,257698183,678815482,38.0,4474,57599,2018-04-27,Walt Disney Studios Motion Pictures,151724.51542244077,No,2.6341492753171645,Action
3,Star Wars: Episode VII - The Force Awakens,247966675,936662225,26.5,4134,59982,2015-12-18,Walt Disney Studios Motion Pictures,226575.28422835027,No,3.7773713947650425,Action
4,Star Wars: Episode VIII - The Last Jedi,220009584,620181382,35.5,4232,51987,2017-12-15,Walt Disney Studios Motion Pictures,146545.69517958412,No,2.818883481003264,Action
5,Jurassic World,208806270,652270625,32.0,4274,48855,2015-06-12,Universal Pictures,152613.62306972392,No,3.1238076567336797,Other
6,The Avengers,207438708,623357910,33.3,4349,47698,2012-05-04,Walt Disney Studios Motion Pictures,143333.61922280985,No,3.0050221388768,Other
7,Black Panther,202003951,700059566,28.9,4020,50249,2018-02-16,Walt Disney Studios Motion Pictures,174144.17064676617,No,3.465573631280113,Other
8,The Lion King,191770759,543638043,35.3,4725,40586,2019-07-19,Walt Disney Studios Motion Pictures,115055.67047619047,No,2.8348328276679555,Other
9,Avengers: Age of Ultron,191271109,459005868,41.7,4276,44731,2015-05-01,Walt Disney Studios Motion Pictures,107344.68381665107,Yes,2.399765810946388,Other
10,Doctor Strange in the Multiverse of Madness,187420998,411331607,45.6,4534,41336,2022-05-06,Walt Disney Studios Motion Pictures,90721.571901191,Yes,2.1946932915168875,Other
11,Incredibles 2,182687905,608581744,30.0,4410,41425,2018-06-15,Walt Disney Studios Motion Pictures,138000.3954648526,No,3.3312645629167403,Other
12,Black Panther: Wakanda Forever,181339761,453829060,40.0,4396,41251,2022-11-11,Walt Disney Studios Motion Pictures,103236.81983621474,No,2.5026450762775627,Other
13,Captain America: Civil War,179139142,408084349,43.9,4226,42389,2016-05-06,Walt Disney Studios Motion Pictures,96565.15593942262,Yes,2.2780300521926136,Action
14,Star Wars: Episode IX - The Rise of Skywalker,177383864,515202542,34.4,4406,40259,2019-12-20,Walt Disney Studios Motion Pictures,116932.0340444848,No,2.9044498771320035,Action
15,Beauty and the Beast,174750616,504014165,34.7,4210,41508,2017-03-17,Walt Disney Studios Motion Pictures,119718.32897862233,No,2.8841910634523886,Other
16,Iron Man 3,174144585,409013994,42.6,4253,40946,2013-05-03,Walt Disney Studios Motion Pictures,96170.7016223842,Yes,2.3487034868181516,Other
17,Harry Potter and the Deathly Hallows: Part 2,169189427,381011219,44.4,4375,38671,2011-07-15,Warner Bros.,87088.27862857142,Yes,2.2519800779276826,Other
18,Batman v Superman: Dawn of Justice,166007347,330360194,50.2,4242,39134,2016-03-25,Warner Bros.,77878.40499764262,Yes,1.9900335736345451,Other
19,Barbie,162022044,636238421,25.5,4243,38185,2023-07-21,Warner Bros.,149950.13457459345,No,3.9268633162040594,Other
20,The Dark Knight Rises,160887295,448139099,35.9,4404,36532,2012-07-20,Warner Bros.,101757.28860127158,No,2.7854225468828973,Other
21,The Dark Knight,158411483,533345358,29.7,4366,36282,2008-07-18,Warner Bros.,122158.80852038479,No,3.3668352060058675,Other
22,The Hunger Games: Catching Fire,158074286,424668047,37.2,4163,37971,2013-11-22,Lionsgate Films,102010.10016814797,No,2.6865093478897637,Other
23,Rogue One: A Star Wars Story,155081681,532177324,29.1,4157,37306,2016-12-16,Walt Disney Studios Motion Pictures,128019.56314649987,No,3.431593728984663,Action
24,Captain Marvel,153433423,426829839,36.0,4310,35599,2019-03-08,Walt Disney Studios Motion Pictures,99032.44524361948,No,2.781856981708607,Other
25,The Hunger Games,152535747,408010692,37.4,4137,36871,2012-03-23,Lionsgate Films,98624.7744742567,No,2.6748529444707803,Other
26,Spider-Man 3,151116516,336530303,44.9,4252,35540,2007-05-04,Sony Pictures Releasing,79146.3553621825,Yes,2.2269591167652383,Other
27,Jurassic World: Fallen Kingdom,148024610,417719760,35.4,4475,33078,2018-06-22,Universal Pictures,93345.19776536313,No,2.8219615643641958,Other
28,Furious 7,147187040,353007020,41.7,4004,36760,2015-04-03,Universal Pictures,88163.59140859141,Yes,2.3983566759682104,Other
29,Guardians of the Galaxy Vol. 2,146510104,389813101,37.6,4347,33703,2017-05-05,Walt Disney Studios Motion Pictures,89674.05129974695,No,2.6606567762725772,Other
30,The Super Mario Bros. Movie,146361865,574934330,25.5,4343,33700,2023-04-05,Universal Pictures,132381.83974211375,No,3.9281702921727595,Other
31,Jurassic World Dominion,145075625,376851080,38.5,4676,31025,2022-06-10,Universal Pictures,80592.61762189906,No,2.597618173280315,Other
32,Thor: Love and Thunder,144165107,343256830,42.0,4375,32952,2022-07-08,Walt Disney Studios Motion Pictures,78458.704,Yes,2.3809979900337463,Other
33,The Twilight Saga: New Moon,142839137,296623634,48.2,4024,35496,2009-11-20,Summit Entertainment,73713.62673956262,Yes,2.0766271781661634,Other
34,The Twilight Saga: Breaking Dawn - Part 2,141067634,292324737,48.3,4070,34660,2012-11-16,Lionsgate Films,71824.25970515971,Yes,2.072231090230095,Other
35,The Twilight Saga: Breaking Dawn - Part 1,138122261,281287133,49.1,4061,34011,2011-11-18,Summit Entertainment,69265.48460970205,Yes,2.036508314905155,Other
36,Pirates of the Caribbean: Dead Man's Chest,135634554,423315812,32.0,4133,32817,2006-07-07,Walt Disney Studios Motion Pictures,102423.37575610937,No,3.121002720295007,Other
37,Finding Dory,135060273,486295561,27.8,4305,31372,2016-06-17,Walt Disney Studios Motion Pictures,112960.64134727062,No,3.600581800985994,Other
38,Avatar: The Way of Water,134100226,684075767,19.6,4202,31913,2022-12-16,20th Century Studios,162797.6599238458,No,5.101227547521061,Other
39,The Batman,134008624,369345583,36.3,4417,30339,2022-03-04,Warner Bros.,83619.10414308355,No,2.7561329411157898,Other
40,Suicide Squad,133682248,325100054,41.1,4255,31417,2016-08-05,Warner Bros.,76404.24300822562,Yes,2.431886498497542,Other
41,Deadpool,132434639,363070709,36.5,3558,37221,2016-02-12,Twentieth Century Fox,102043.4820123665,No,2.741508654695695,Other
42,Frozen II,130263358,477373578,27.3,4440,29338,2019-11-22,Walt Disney Studios Motion Pictures,107516.57162162162,No,3.6646804237919306,Other
43,Iron Man 2,128122480,312433331,41.0,4380,29251,2010-05-07,Paramount Pictures,71331.81073059361,Yes,2.4385520089839035,Other
44,Top Gun: Maverick,126707459,718732821,17.6,4735,26759,2022-05-27,Paramount Pictures,151791.51446673708,No,5.672379721544254,Other
45,Deadpool 2,125507153,318491426,39.4,4349,28858,2018-05-18,Twentieth Century Fox,73233.2550011497,No,2.537635651730543,Other
46,Harry Potter and the Deathly Hallows: Part 1,125017372,295983305,42.2,4125,30307,2010-11-19,Warner Bros.,71753.52848484849,Yes,2.36753740912103,Other
47,It,123403419,327481748,37.7,4103,30076,2017-09-08,Warner Bros.,79815.19571045577,No,2.6537493908495353,Other
48,Thor: Ragnarok,122744989,315058289,39.0,4080,30084,2017-11-03,Walt Disney Studios Motion Pictures,77220.16887254902,No,2.566771088308949,Other
49,The Hunger Games: Mockingjay - Part 1,121897634,337135885,36.2,4151,29365,2014-11-21,Lionsgate Films,81217.99205010841,No,2.7657295218707856,Other
50,Shrek the Third,121629270,322719944,37.7,4122,29507,2007-05-18,DreamWorks,78292.07763221738,No,2.653308237400422,Other
51,Toy Story 4,120908065,434038008,27.9,4575,26427,2019-06-21,Walt Disney Studios Motion Pictures,94871.69573770491,No,3.589818495565205,Other
52,Spider-Man: Across the Spider-Verse,120663589,381311319,31.6,4313,27976,2023-06-02,Columbia Pictures,88409.76559239508,No,3.160119155746312,Other
53,Guardians of the Galaxy Vol. 3,118414021,358995815,33.0,4450,26609,2023-05-05,Walt Disney Studios Motion Pictures,80673.21685393258,No,3.0317002325256737,Other
54,Spider-Man: Homecoming,117027503,334201140,35.0,4348,26915,2017-07-07,Sony Pictures Releasing,76863.1876724931,No,2.855748703789741,Other
55,Man of Steel,116619362,291045518,40.1,4207,27720,2013-06-14,Warner Bros.,69181.2498217257,Yes,2.495687791534994,Other
56,Alice in Wonderland,116101023,334191110,34.7,3728,31142,2010-03-05,Walt Disney Studios Motion Pictures,89643.53809012876,No,2.8784510365597726,Other
57,Minions,115718405,336045770,34.4,4301,26905,2015-07-10,Universal Pictures,78132.00883515461,No,2.903995868245851,Other
58,Spider-Man,114844116,403706375,28.4,3615,31768,2002-05-03,Sony Pictures Releasing,111675.34578146611,No,3.515255191654747,Other
59,Pirates of the Caribbean: At World's End,114732820,309420425,37.1,4362,26302,2007-05-25,Walt Disney Studios Motion Pictures,70935.44818890418,No,2.696878059826299,Other
60,Toy Story 3,110307189,415004880,26.6,4028,27385,2010-06-18,Walt Disney Studios Motion Pictures,103030.00993048659,No,3.762265032426853,Other
61,Transformers: Revenge of the Fallen,108966307,402111870,27.1,4234,25736,2009-06-24,DreamWorks,94972.09966934341,No,3.690240415323977,Other
62,Star Wars: Episode III - Revenge of the Sith,108435841,380270577,28.5,3661,29619,2005-05-19,Twentieth Century Fox,103870.68478557772,No,3.506871653257155,Action
63,Shrek 2,108037878,441426807,24.5,4163,25951,2004-05-19,DreamWorks Distribution,106035.74513571944,No,4.085852250818921,Other
64,Minions: The Rise of Gru,107010140,370270765,28.9,4391,24370,2022-07-01,Universal Pictures,84324.9294010476,No,3.4601465337770794,Other
65,Ant-Man and the Wasp: Quantumania,106109650,214504909,49.5,4345,24421,2023-02-17,Walt Disney Studios Motion Pictures,49368.21841196778,Yes,2.0215400672794606,Other
66,The Secret Life of Pets,104352905,368623860,28.3,4370,23879,2016-07-08,Universal Pictures,84353.28604118993,No,3.5324733892170994,Other
67,The Jungle Book,103261464,364001123,28.4,4028,25635,2016-04-15,Walt Disney Studios Motion Pictures,90367.70680238331,No,3.5250432145722823,Other
68,Wonder Woman,103251471,412563408,25.0,4165,24790,2017-06-02,Warner Bros.,99054.83985594238,No,3.995714579214082,Other
69,X-Men: The Last Stand,102750665,234362462,43.8,3690,27845,2006-05-26,Twentieth Century Fox,63512.862330623306,Yes,2.28088511154648,Other
70,Harry Potter and the Goblet of Fire,102685961,290013036,35.4,3858,26616,2005-11-18,Warner Bros.,75171.8600311042,No,2.8242715282179613,Other
71,The Hunger Games: Mockingjay - Part 2,102665981,281723902,36.4,4175,24590,2015-11-20,Lionsgate Films,67478.77892215569,No,2.744082307069174,Other
72,Indiana Jones and the Kingdom of the Crystal Skull,100137835,317101119,31.6,4260,23506,2008-05-22,Paramount Pictures,74436.8823943662,No,3.1666464428754626,Other
73,Transformers: Age of Extinction,100038390,245439076,40.8,4233,23632,2014-06-27,Paramount Pictures,57982.30002362391,Yes,2.453448880974594,Other
74,The Fate of the Furious,98786705,226008385,43.7,4310,22920,2017-04-14,Universal Pictures,52438.140371229696,Yes,2.287842124099594,Other
75,Iron Man,98618668,318604126,31.0,4105,24024,2008-05-02,Paramount Pictures,77613.67259439708,No,3.2306675040470028,Other
76,Transformers: Dark of the Moon,97852865,352390543,27.8,4088,23936,2011-06-29,DreamWorks,86201.20914872798,No,3.6012286712300146,Other
77,Fast & Furious 6,97375245,238679850,40.8,3658,26619,2013-05-24,Universal Pictures,65248.72881355932,Yes,2.451134782767427,Other
78,Joker,96202337,335451311,28.7,4374,21994,2019-10-04,Warner Bros.,76692.11499771377,No,3.4869351562634074,Other
79,The Little Mermaid,95578040,298172056,32.0,4320,22124,2023-05-26,Walt Disney Studios Motion Pictures,69021.30925925926,No,3.1196711713276395,Other
80,Captain America: The Winter Soldier,95023721,259766572,36.6,3938,24129,2014-04-04,Walt Disney Studios Motion Pictures,65964.08633824276,No,2.7337023773253417,Other
81,Guardians of the Galaxy,94320883,333176600,28.3,4080,23117,2014-08-01,Walt Disney Studios Motion Pictures,81660.93137254902,No,3.532373631404617,Other
82,Justice League,93842239,229024295,41.0,4051,23165,2017-11-17,Warner Bros.,56535.24932115527,Yes,2.440524623458739,Other
83,Harry Potter and the Prisoner of Azkaban,93687367,249541069,37.5,3855,24302,2004-06-04,Warner Bros.,64731.79481193255,No,2.6635508819454814,Other
84,Taylor Swift: The Eras Tour,93224755,180756269,51.6,3855,24182,2023-10-13,-,46888.785732814526,Yes,1.938929944090494,Other
85,Godzilla,93188384,200676069,46.4,3952,23580,2014-05-16,Warner Bros.,50778.35754048583,Yes,2.153445101054655,Other
86,Spider-Man: Far from Home,92579212,390532085,23.7,4634,19978,2019-07-02,Sony Pictures Releasing,84275.37440656021,No,4.218356114329424,Other
87,The Matrix Reloaded,91774413,281576461,32.6,3603,25471,2003-05-15,Warner Bros.,78150.55814598946,No,3.068136878195015,Other
88,The Amazing Spider-Man 2,91608337,202853933,45.2,4324,21186,2014-05-02,Sony Pictures Releasing,46913.49051803885,Yes,2.2143610466370545,Other
89,Aladdin,91500929,355559216,25.7,4476,20442,2019-05-24,Walt Disney Studios Motion Pictures,79436.82216264521,No,3.885853617945234,Other
90,It Chapter Two,91062152,211593228,43.0,4570,19926,2019-09-06,Warner Bros.,46300.4875273523,Yes,2.323613305338973,Other
91,X-Men: Days of Future Past,90823660,233921534,38.8,3996,22728,2014-05-23,Twentieth Century Fox,58538.92242242242,No,2.5755572281495813,Other
92,Inside Out,90440272,356461711,25.4,3946,22919,2015-06-19,Walt Disney Studios Motion Pictures,90334.94956918398,No,3.9414046764476782,Other
93,Harry Potter and the Sorcerer's Stone,90294621,317575550,28.4,3672,24590,2001-11-16,Warner Bros.,86485.71623093681,No,3.5171037486275067,Other
94,Pirates of the Caribbean: On Stranger Tides,90151958,241071802,37.4,4155,21697,2011-05-20,Walt Disney Studios Motion Pictures,58019.68760529483,No,2.6740606343791224,Other
95,Venom: Let There Be Carnage,90033210,213550366,42.2,4225,21309,2021-10-01,Sony Pictures Releasing,50544.46532544379,Yes,2.3719066109050204,Other
96,Logan,88411916,226277068,39.1,4071,21717,2017-03-03,Twentieth Century Fox,55582.67452714321,No,2.5593503482041946,Other
97,Skyfall,88364714,304360277,29.0,3505,25211,2012-11-09,Sony Pictures Releasing,86836.02767475035,No,3.4443644213005657,Other
98,Harry Potter and the Chamber of Secrets,88357488,261988482,33.7,3682,23997,2002-11-15,Warner Bros.,71153.85171102661,No,2.9650965405444754,Other
99,Spider-Man 2,88156227,373585825,23.6,4152,21232,2004-06-30,Sony Pictures Releasing,89977.31815992293,No,4.237770123714573,Other
100,Fast Five,86198765,209837675,41.1,3644,23654,2011-04-29,Universal Pictures,57584.43331503842,Yes,2.4343466521823136,Other
101,The Hangover Part II,85946294,254464305,33.8,3615,23774,2011-05-26,Warner Bros.,70391.23236514523,No,2.960736212779576,Other
102,Thor: The Dark World,85737841,206362140,41.6,3841,22321,2013-11-08,Walt Disney Studios Motion Pictures,53726.14944024994,Yes,2.4068968566633258,Other
103,X2,85558731,214949694,39.8,3741,22870,2003-05-02,Twentieth Century Fox,57457.817161186846,No,2.512305775082148,Other
104,Fifty Shades of Grey,85171450,166167230,51.3,3646,23360,2015-02-13,Universal Pictures,45575.21393307734,Yes,1.9509733602046226,Other
105,Doctor Strange,85058311,232641920,36.6,3882,21910,2016-11-04,Walt Disney Studios Motion Pictures,59928.36682122617,No,2.735087462529088,Other
106,X-Men Origins: Wolverine,85058003,179883157,47.3,4099,20750,2009-05-01,Twentieth Century Fox,43884.644303488654,Yes,2.114829300659692,Other
107,The Hobbit: An Unexpected Journey,84617303,303003568,27.9,4045,20918,2012-12-14,Warner Bros.,74908.17503090235,No,3.5808700733465826,Adventure
108,Solo: A Star Wars Story,84420489,213767512,39.5,4381,19269,2018-05-25,Walt Disney Studios Motion Pictures,48794.22780187172,No,2.5321757138838654,Action
109,The Passion of the Christ,83848082,370274604,22.6,3043,27554,2004-02-25,Newmarket Films,121680.77686493592,No,4.416017578076502,Other
110,Despicable Me 2,83517315,368065385,22.7,3997,20895,2013-07-03,Universal Pictures,92085.4103077308,No,4.407054812526002,Other
111,Dune: Part Two,82505391,264858587,31.2,4071,20266,2024-03-01,Warner Bros.,65059.83468435274,No,3.2101973433469335,Other
112,Oppenheimer,82455420,329862540,25.0,3610,22840,2023-07-21,Universal Pictures,91374.66481994459,No,4.0004955404993385,Other
113,Monsters University,82429469,268492764,30.7,4004,20586,2013-06-21,Walt Disney Studios Motion Pictures,67056.13486513487,No,3.2572424311019157,Other
114,Black Widow,80366312,183651655,43.8,4160,19318,2021-07-09,Walt Disney Studios Motion Pictures,44147.03245192308,Yes,2.285182067331894,Other
115,Venom,80255756,213515506,37.6,4250,18883,2018-10-05,Sony Pictures Releasing,50238.942588235295,No,2.6604385360222635,Other
116,Star Wars: Episode II - Attack of the Clones,80027814,302191252,26.5,3161,25317,2002-05-16,Twentieth Century Fox,95599.88990825688,No,3.7760778021501373,Action
117,Godzilla x Kong: The New Empire,80006561,135037630,59.2,3861,20721,2024-03-29,Warner Bros.,34974.78114478115,Yes,1.6878319516820626,Other
118,Five Nights at Freddy's,80001720,137275620,58.3,3675,21769,2023-10-27,Universal Pictures International,37353.910204081636,Yes,1.7159083579703036,Other
119,Oz the Great and Powerful,79110453,234911825,33.7,3912,20222,2013-03-08,Walt Disney Studios Motion Pictures,60049.0350204499,No,2.969415748384098,Other
120,Harry Potter and the Half-Blood Prince,77835727,301959197,25.8,4325,17996,2009-07-15,Warner Bros.,69817.15537572255,No,3.8794421101764747,Other
121,I Am Legend,77211321,256393010,30.1,3606,21411,2007-12-14,Warner Bros.,71101.77759290072,No,3.320666019948033,Other
122,Harry Potter and the Order of the Phoenix,77108414,292004738,26.4,4285,17994,2007-07-11,Warner Bros.,68145.79649941657,No,3.7869374151567947,Other
123,The Da Vinci Code,77073388,217536138,35.4,3735,20635,2006-05-19,Sony Pictures Releasing,58242.607228915665,No,2.822454593536228,Other
124,Avatar,77025481,749766139,10.3,3452,22313,2009-12-18,Twentieth Century Fox,217197.60689455387,No,9.734001388449622,Other
125,Halloween,76221545,159342015,47.8,3928,19404,2018-10-19,Universal Pictures,40565.68609979633,Yes,2.0905114820225696,Other
126,Ant-Man and the Wasp,75812205,216648740,35.0,4206,18024,2018-07-06,Walt Disney Studios Motion Pictures,51509.44840703756,No,2.857702661464602,Other
127,Shang-Chi and the Legend of the Ten Rings,75388688,224543292,33.6,4300,17532,2021-09-03,Walt Disney Studios Motion Pictures,52219.37023255814,No,2.978474595552054,Other
128,Star Trek,75204289,257730019,29.2,3849,19538,2009-05-08,Paramount Pictures,66960.25435177969,No,3.4270654297389873,Adventure
129,Zootopia,75063401,341268248,22.0,3827,19614,2016-03-04,Walt Disney Studios Motion Pictures,89173.83015416775,No,4.546400022562261,Other
130,Fantastic Beasts and Where to Find Them,74403387,234037575,31.8,4144,17954,2016-11-18,Warner Bros.,56476.248793436294,No,3.1455231332412326,Other
131,The Simpsons Movie,74036787,183135014,40.4,3922,18877,2007-07-27,Twentieth Century Fox,46694.29219785824,Yes,2.473567822439404,Other
132,John Wick: Chapter 4,73817950,187131806,39.4,3855,19148,2023-03-24,Lionsgate Films,48542.6215304799,No,2.535044741827699,Other
133,The Hobbit: The Desolation of Smaug,73645197,258366855,28.5,3903,18868,2013-12-13,Warner Bros.,66196.9907763259,No,3.508264836334133,Other
134,Austin Powers in Goldmember,73071188,213307889,34.3,3613,20224,2002-07-26,New Line Cinema,59038.995017990586,No,2.9191791571802557,Other
135,The Lord of the Rings: The Return of the King,72629713,377027325,19.3,3703,19613,2003-12-17,New Line Cinema,101816.7229273562,No,5.191089286006128,Other
136,Dawn of the Planet of the Apes,72611427,208545589,34.8,3967,18303,2014-07-11,Twentieth Century Fox,52570.10057978321,No,2.8720767187236245,Other
137,Despicable Me 3,72434025,264624300,27.4,4529,15993,2017-06-30,Universal Pictures,58428.858467652906,No,3.653314861351416,Other
138,The Lost World: Jurassic Park,72132785,229086679,31.5,3281,21985,1997-05-23,Universal Pictures,69822.21243523316,No,3.175902316817519,Other
139,Sonic the Hedgehog 2,72105176,190872904,37.8,4234,17030,2022-04-08,Paramount Pictures,45080.98819083609,No,2.6471456639950506,Other
140,Eternals,71297219,164870234,43.2,4090,17432,2021-11-05,Walt Disney Studios Motion Pictures,40310.5706601467,Yes,2.3124356926179686,Other
141,Us,71117625,175084580,40.6,3741,19010,2019-03-22,Universal Pictures,46801.54504143277,Yes,2.46190139223575,Other
142,Fast & Furious,70950500,155064265,45.8,3461,20500,2009-04-03,Universal Pictures,44803.31262640855,Yes,2.1855274451906612,Other
143,300,70885301,210614939,33.7,3103,22844,2007-03-09,Warner Bros.,67874.61778923622,No,2.9712075145170083,Other
144,Shrek Forever After,70838207,238736787,29.7,4359,16251,2010-05-21,DreamWorks,54768.70543702684,No,3.3701698152806157,Other
145,Transformers,70502384,319246193,22.1,4011,17577,2007-07-03,DreamWorks,79592.66841186736,No,4.528161671809566,Other
146,The Incredibles,70467623,261441092,27.0,3933,17917,2004-11-05,Walt Disney Studios Motion Pictures,66473.70760233919,No,3.710088135085811,Other
147,Spectre,70403148,200074609,35.2,3929,17918,2015-11-06,Sony Pictures Releasing,50922.52710613388,No,2.841841802301227,Other
148,Finding Nemo,70251710,339714978,20.7,3374,20821,2003-05-30,Walt Disney Studios Motion Pictures,100686.12270302312,No,4.83568269014377,Other
149,The Lorax,70217070,214151550,32.8,3729,18830,2012-03-02,Universal Pictures,57428.68061142397,No,3.049850271451087,Other
150,Star Trek Into Darkness,70165559,228778661,30.7,3868,18140,2013-05-16,Paramount Pictures,59146.49974146846,No,3.2605549540337875,Adventure
151,F9: The Fast Saga,70043165,173005945,40.5,4179,16760,2021-06-25,Universal Pictures,41398.88609715243,Yes,2.4699903980638225,Other
152,Twilight,69637740,192769854,36.1,3419,20367,2008-11-21,Summit Entertainment,56381.94033343083,No,2.7681807881760667,Other
153,Maleficent,69431298,241410378,28.8,3948,17586,2014-05-30,Walt Disney Studios Motion Pictures,61147.51215805471,No,3.476967663776068,Other
154,The Bourne Ultimatum,69283690,227471070,30.5,3660,18929,2007-08-03,Universal Pictures,62150.565573770495,No,3.283183531362143,Other
155,Pitch Perfect 2,69216890,184296230,37.6,3473,19930,2015-05-15,Universal Pictures,53065.427584221135,No,2.662590445771256,Other
156,The Lego Movie,69050279,257760692,26.8,3775,18291,2014-02-07,Warner Bros.,68280.97801324504,No,3.7329420783368596,Other
157,The Day After Tomorrow,68743584,186740799,36.8,3425,20071,2004-05-28,Twentieth Century Fox,54522.861021897814,No,2.7164833157375092,Other
158,Planet of the Apes,68532960,180011740,38.1,3500,19580,2001-07-27,Twentieth Century Fox,51431.92571428572,No,2.6266447560414727,Other
159,The Mummy Returns,68139035,202019785,33.7,3401,20035,2001-05-04,Universal Pictures,59400.11320199941,No,2.9648172299475624,Other
160,Up,68108790,293004164,23.2,3766,18085,2009-05-29,Walt Disney Studios Motion Pictures,77802.48645778013,No,4.302002193843115,Other
161,Ice Age: The Meltdown,68033544,195330621,34.8,3964,17162,2006-03-31,Twentieth Century Fox,49276.14051463168,No,2.871092839144173,Other
162,Bruce Almighty,67953330,242829261,28.0,3483,19510,2003-05-23,Universal Pictures,69718.42118863048,No,3.573471101416222,Other
163,Cinderella,67877361,201151353,33.7,3845,17653,2015-03-13,Walt Disney Studios Motion Pictures,52315.04629388817,No,2.9634527629911833,Other
164,Aquaman,67873522,335061807,20.3,4125,16454,2018-12-21,Warner Bros.,81227.10472727273,No,4.9365613736679235,Other
165,The Grinch,67572855,271478510,24.9,4141,16318,2018-11-09,Universal Pictures,65558.68389277952,No,4.017567557268373,Other
166,Quantum of Solace,67528882,168368427,40.1,3451,19567,2008-11-14,Sony Pictures Releasing,48788.301072153,Yes,2.4932802382245867,Other
167,Rush Hour 2,67408222,226164286,29.8,3118,21619,2001-08-03,New Line Cinema,72535.05003207184,No,3.3551439170135655,Other
168,Fast X,67017410,146126015,45.9,4046,16563,2023-05-19,Universal Pictures,36116.167820069204,Yes,2.1804187150771717,Other
169,Black Adam,67004323,168152111,39.8,4402,15221,2022-10-21,Warner Bros.,38199.02567014993,No,2.50957107648114,Other
170,World War Z,66411834,202359711,32.8,3607,18411,2013-06-21,Paramount Pictures,56101.943720543386,No,3.0470429562297587,Action
171,Brave,66323594,237283207,28.0,4164,15927,2012-06-22,Walt Disney Studios Motion Pictures,56984.43972142171,No,3.577659060514724,Other
172,Cars 2,66135507,191452396,34.5,4115,16071,2011-06-24,Walt Disney Studios Motion Pictures,46525.49113001215,No,2.894850356254168,Other
173,X-Men: Apocalypse,65769562,155442489,42.3,4150,15848,2016-05-27,Twentieth Century Fox,37456.02144578313,Yes,2.3634411462250577,Other
174,Thor,65723338,181030624,36.3,3955,16617,2011-05-06,Paramount Pictures,45772.59772439949,No,2.7544344141498107,Other
175,Teenage Mutant Ninja Turtles,65575105,191204754,34.3,3845,17054,2014-08-08,Paramount Pictures,49728.154486345906,No,2.915813158057467,Other
176,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",65556312,291710957,22.5,3616,18129,2005-12-09,Walt Disney Studios Motion Pictures,80672.27793141593,No,4.449776811727908,Action
177,2012,65237614,166112167,39.3,3404,19164,2009-11-13,Sony Pictures Releasing,48799.10898942421,No,2.546263678496887,Other
178,Captain America: The First Avenger,65058524,176654505,36.8,3715,17512,2011-07-22,Paramount Pictures,47551.68371467025,No,2.715316827661199,Other
179,War of the Worlds,64878725,234280354,27.7,3908,16601,2005-06-29,Paramount Pictures,59948.91351074719,No,3.611050525422625,Action
